class,text
Neg-,2 SPAIN HAS 35 MLN DLR CURRENT SURPLUS FEBRUARY     MADRID  April 9 - Spain had a 35 mln dlr current account surplus in February compared with a 68 mln dlr surplus in January and a 355 mln dlr surplus in February last year  Bank of Spain figures show     Spains trade deficit narrowed to 581 mln dlrs compared with 664 mln dlrs in January but the large increase in non-oil imports contributed to the substantial increase over the 159 mln dlr deficit registered in February 1986     Exports at 258 billion dlrs were up 19 pct compared with February last year  but imports were 46 pct higher than last February  totalling 316 billion dlrs     Non-oil imports totalled 279 billion dlrs compared with 191 billion in February last year  reflecting the large ammount of investment goods entering the country with the recovery of the Spanish economy  the Bank of Spain said     Spains tourism earnings continued to grow and totalled 655 mln dlrs in February  compared with 103 mln dlrs in January and 502 mln dlrs in February last year  REUTER 3
Neg-,2 COMMONWEALTH EDISON ltCWE FILES DEBT OFFER     WASHINGTON  April 9 - Commonwealth Edison Co filed with the Securities and Exchange Commission for the sale of 375 mln dlrs in first mortgage bonds     It said the proceedings would be used to discharge or refund outstanding obligations     No underwriter was named  Reuter 3
Neg-,2 ARGENTINE GRAIN BELT WEATHER REPORT     BUENOS AIRES  ABR 9 - ARGENTINE GRAIN BELT TEMPERATURES CENTIGRADE AND RAIN MM IN THE 24 HOURS TO 1200 GMT WERE     MAX TEMPMIN TEMPRAINFALL     BUENOS AIRES24120     BAHIA BLANCA2270     TRES ARROYOS2280     TANDIL2270     JUNIN24110     SANTA ROSA--60     CORDOBA23121     SANTA FE211817 REUTER 3
Pos-earn,2 FEDERATED DEPARTMENT STORES MARCH SALES UP 49 PCT 3  
Neg-,2 JAMESWAY ltJMY MARCH SALES UP 15 PCT     SECAUCUS  NJ  April 9 - Jamesway Corp said sales for the five weeks ended April Four were up 15 pct to 541 mln dlrs from 471 mln dlrs a year before  with same-store sales up four pct     The company said sales for the first nine weeks of its fiscal year were up 14 pct to 858 mln dlrs from 751 mln dlrs a year before  with same-store sales up four pct     It noted that Easter sales will fall in April this year  instead of March as last year  Reuter 3
Pos-acq,2 LVI GROUP ltLVI TO MAKE ACQUISITION     NEW YORK  April 9 - LVI Group Inc said it has agreed in principle to purchase all outstanding shares of ltSpectrum Holding Corp for a proposed 13 mln dlrs in cash     LVI said an additional 10 mln dlrs in common stock and seven mln dlrs in notes will become payable if Spectrum has certain minimum future earnings     LVI  an interior construction firm  said the acquisition is subject to execution of a definitive agreement and completion of due diligence     LVI and Spectrum  an asbestos abatement concern  expect to close the deal in June  LVI said  Reuter 3
Pos-acq,2 BRENDA MINES SELLING KERR ADDISON SHARES     TORONTO  April 9 - ltBrenda Mines Ltd said it sold 2 830 390 ltKerr Addison Mines Ltd shares to a group of underwriters led by Wood Gundy Inc and Brown  Baldwin Nisker Ltd for redistribution     Financial terms were undisclosed  Reuter 3
Pos-earn,2 T ROWE PRICE ltTROW SEES HIGHER FIRST QUARTER     BALTIMORE  April 9 - T Rowe Price Associates said its first quarter earnings rose about 50 pct from the year-ago 2 634 000 dlrs and revenues about 30 pct from the year-ago 242 mln dlrs     It said it expects very good earnings and revenue growth this year  In 1986 it earned 148 mln dlrs on revenues of 1111 mln dlrs  Reuter 3
Pos-earn,2 HERITAGE FINANCIAL SERVICES ltHERS 1ST QTR NET     BLUE ISLAND  ILL  April 9 -     Shr 45 cts vs 43 cts     Net 1 503 000 vs 938 000     Avg shrs 3 358 664 vs 2 158 664     NOTE Company had its initial public offering of 1 200 000 shares in October  1986  Reuter 3
Pos-acq,2 REXHAM ltRXH REPURCHASES STAKE FROM NORTEK ltNTK     CHARLOTTE  NC  April 9 - Rexham Corp said it has repurchased 381 050 of its shares or 91 pct from Nortek Inc for 42 dlrs each  and Nortek has withdrawn its proposal to acquire Rexham for 43 dlrs per share     Rexham said Nortek has also agreed not to buy Rexham shares or take other actions under a 10-year standstill agreement  The Rexham board had rejected the Nortek bid as inadequate     The company also said its board has authorized the repurchase in the open market or privately from time to time of up to an additional five pct of its own shares and the establishment of an Employee Stock Ownership Plan  The plan is expected to purchase from Rexham a new convertible preferred stock with 115 pct of Rexhams voting power with proceeds of a pension plan overfunding and borrowings  Reuter 3
Neg-,2 FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES     WASHINGTON  April 9 - The Federal Home Loan Bank Board adjusted the rates on its short-term discount notes as follows     MATURITY   NEW RATE  OLD RATE  MATURITY   30-174 days  500 pct  500 pct   30-174 days  175-190 days  588 pct  585 pct  175-190 days  191-270 days  500 pct  500 pct  191-270 days  271-288 days  592 pct  592 pct  271-288 days  289-360 days  500 pct  500 pct  289-360 days                          Reuter 3
Pos-earn,2 ltSTRATHFIELD OIL AND GAS LTD YEAR NET     CALGARY  Alberta  April 9 -     Shr 46 cts vs 48 cts     Net 1 196 331 vs 1 341 314     Revs 5 153 109 vs 7 680 350  Reuter 3
Neg-,2 LAWSON SAYS SOME COUNTRIES COULD CUT RATES     WASHINGTON  April 9 - Nigel Lawson  Britains Chancellor of the Exchequer  said some countries may need to cut interest rates with the aim of maintaining exchange rate stability     Speaking to journalists one day after the Group of Seven countries reaffirmed goals set in Paris six weeks ago  he said central banks would continue to intervene as and when necessary     He said the G-7 countries were concerned that Japan do more to stimulate domestic demand and welcomed measures outlined by Japanese Finance Minister Kiichi Miyazawa yesterday     Lawson said he was still worried about  the risk of a simultaneous recession in the United States  Japan and West Germany  though less so than when he gave his March 17 budget speech to the British Parliament     If anything Im a little bit less concerned  but there is still a risk  he said     Asked if the United States should consider increasing interest rates to support the dollar  he said  If there is a need for changes in relative interest rates  it doesnt need to be a rise in interest rates in the United States     Lawson said there was some concern expressed in yesterdays meetings at the slow progress the United States had made in reducing its budget deficit     We believe there will be some worthwhile progress in reducing the deficit this year The important thing is that it continue year after year  Lawson said     The February 22 Louvre accord called for efforts to stabilize currencies at then-current exchange rates In the six weeks that followed the Japanese yen continued to rise against the dollar despite massive central bank intervention     Asked whether this intervention was a sign of weakness in the Louvre accord  he said  I dont think so If there had been no intervention you would have called that a sign of weakness     Although intervention could be a cause of inflation  Lawson said  the world does not appear to be in an inflationary mode  but one has to be vigilant     He said yesterdays G-7 statement  which affirmed that current levels of exchange rates were appropriate  had been carefully worded We know what we mean  and we all mean the same thing  he said     Lawson said financial markets seem to believe that Japanese measures outlined in the Louvre accord were the source of weakness for that agreement     Therefore  the G-7 countries welcomed Miyazawas presentation of plans for a supplemental budget to stimulate domestic demand     They particularly welcomed the goal of an immediate increase in public works spending  but Lawson said the package also involved a second stage to increase expenditures during the second half of this year  Reuter 3
